
4	5
4	6
4	5
4	5
4	8
4	8
4	6
4	4
4	10
4	9
4	5
4	10
4	8
4	3
4	7
4	7
4	7
4	4
4	4
4	4
4	3
4	5
4	8
4	9
4	6
4	6
4	2
4	7
4	9
4	9
4	3
4	4
4	6
4	8
4	6
4	9
4	2
4	6
4	9
4	8
4	5
4	7
4	6
4	7
4	4
4	3
4	3
4	4
4	3
4	10
4	10
4	3
4	7
4	9
4	4
4	3
4	6
4	6
4	4
4	6
4	7
4	8
4	3
4	5
4	6
4	5
4	4
4	2
4	6
4	4
4	7
4	5
4	5
4	4
4	11
4	4
4	7
4	7
4	9
4	5
4	4
4	5
4	4
4	6
4	9
4	7
4	2
4	6
4	9
4	10
4	7
4	9
4	5
4	7
4	5
4	7
4	4
4	9
4	8
4	3
8	10
8	19
8	34
8	13
8	18
8	29
8	8
8	16
8	32
8	24
8	22
8	26
8	11
8	6
8	12
8	15
8	29
8	11
8	12
8	27
8	43
8	41
8	19
8	13
8	25
8	11
8	28
8	24
8	29
8	10
8	42
8	18
8	19
8	25
8	17
8	25
8	23
8	9
8	22
8	16
8	19
8	12
8	24
8	23
8	14
8	24
8	9
8	27
8	12
8	15
8	24
8	20
8	26
8	14
8	35
8	9
8	23
8	12
8	17
8	7
8	36
8	17
8	13
8	12
8	28
8	30
8	57
8	13
8	18
8	22
8	39
8	31
8	14
8	21
8	25
8	2
8	12
8	5
8	33
8	32
8	6
8	22
8	24
8	28
8	16
8	37
8	20
8	19
8	16
8	31
8	27
8	32
8	23
8	10
8	6
8	21
8	10
8	39
8	17
8	3
12	41
12	26
12	90
12	65
12	106
12	78
12	88
12	157
12	29
12	81
12	72
12	65
12	14
12	119
12	127
12	90
12	20
12	47
12	54
12	161
12	79
12	62
12	43
12	46
12	52
12	130
12	61
12	115
12	88
12	56
12	147
12	10
12	103
12	39
12	81
12	124
12	42
12	68
12	62
12	70
12	33
12	73
12	44
12	43
12	123
12	45
12	77
12	103
12	78
12	78
12	73
12	86
12	69
12	105
12	155
12	45
12	85
12	15
12	125
12	89
12	67
12	30
12	13
12	56
12	146
12	100
12	53
12	85
12	88
12	94
12	58
12	63
12	37
12	88
12	66
12	41
12	129
12	23
12	19
12	30
12	143
12	70
12	127
12	45
12	38
12	45
12	41
12	57
12	67
12	98
12	106
12	57
12	36
12	74
12	185
12	191
12	113
12	34
12	35
12	27
16	333
16	327
16	245
16	257
16	238
16	59
16	266
16	365
16	41
16	273
16	194
16	357
16	231
16	159
16	168
16	175
16	58
16	79
16	437
16	254
16	547
16	363
16	374
16	261
16	511
16	434
16	606
16	258
16	286
16	648
16	377
16	169
16	305
16	352
16	377
16	323
16	412
16	279
16	350
16	254
16	635
16	552
16	253
16	189
16	457
16	369
16	124
16	353
16	397
16	218
16	93
16	252
16	219
16	83
16	400
16	304
16	230
16	416
16	253
16	347
16	349
16	463
16	418
16	289
16	331
16	153
16	227
16	548
16	119
16	239
16	235
16	250
16	683
16	242
16	666
16	27
16	541
16	281
16	430
16	338
16	368
16	406
16	298
16	155
16	259
16	263
16	302
16	452
16	453
16	379
16	509
16	310
16	228
16	450
16	238
16	250
16	302
16	662
16	223
16	378
20	345
20	809
20	2225
20	1614
20	1609
20	577
20	862
20	600
20	1583
20	989
20	206
20	1149
20	902
20	2679
20	568
20	1335
20	1797
20	1655
20	1000
20	1285
20	2074
20	1340
20	1213
20	1929
20	837
20	1221
20	1128
20	273
20	1227
20	899
20	806
20	1576
20	813
20	2365
20	1687
20	1717
20	1755
20	2298
20	743
20	1411
20	1420
20	1622
20	665
20	2141
20	827
20	1163
20	1151
20	993
20	550
20	1903
20	1155
20	1129
20	1083
20	1582
20	539
20	998
20	644
20	764
20	367
20	1667
20	586
20	968
20	281
20	332
20	2194
20	1161
20	259
20	1108
20	1690
20	1684
20	1430
20	1204
20	759
20	3307
20	776
20	1889
20	2046
20	701
20	1638
20	1397
20	2201
20	395
20	1033
20	461
20	2980
20	1926
20	1733
20	1729
20	1222
20	1180
20	3273
20	1448
20	382
20	1057
20	1857
20	2807
20	1441
20	2148
20	1263
20	992
24	9790
24	2732
24	3704
24	3941
24	4034
24	5449
24	8074
24	2042
24	2311
24	4102
24	1404
24	4571
24	113
24	2463
24	7147
24	5939
24	3805
24	3637
24	3677
24	3253
24	3770
24	2750
24	5237
24	7544
24	6632
24	1194
24	4899
24	12195
24	3628
24	1694
24	2784
24	1816
24	8593
24	6457
24	8611
24	5017
24	10512
24	4169
24	3604
24	5159
24	5350
24	1918
24	1429
24	6052
24	6044
24	1289
24	4536
24	2878
24	4703
24	5573
24	432
24	4554
24	5444
24	3436
24	701
24	6370
24	4033
24	3990
24	4939
24	4609
24	7953
24	5216
24	3135
24	3605
24	3359
24	2583
24	8600
24	12340
24	3190
24	4006
24	6829
24	3641
24	1902
24	2961
24	1367
24	4464
24	6374
24	7010
24	7650
24	2867
24	1123
24	8260
24	7736
24	3492
24	8506
24	3310
24	5485
24	5646
24	1736
24	9371
24	8610
24	5686
24	5451
24	2389
24	3941
24	2056
24	3158
24	3265
24	2301
24	2264
